
# Datos nUm. 1
#     x' 	 S(x')
  -1.48250 	1.94000
  -1.47500 	1.93090
  -1.46750 	1.92299
  -1.46000 	1.91608
  -1.45250 	1.90999
  -1.44500 	1.90452
  -1.43750 	1.89948
  -1.43000 	1.89471
  -1.42312 	1.89000
  -1.41625 	1.88561
  -1.40937 	1.88111
  -1.40250 	1.87649
  -1.39562 	1.87176
  -1.38875 	1.86690
  -1.38187 	1.86190
  -1.37500 	1.85675
  -1.36812 	1.85146
  -1.36125 	1.84601
  -1.35437 	1.84039
  -1.34750 	1.83460
  -1.34062 	1.82863
  -1.33375 	1.82247
  -1.32687 	1.81612
  -1.32000 	1.80956
  -1.31312 	1.80279
  -1.30625 	1.79581
  -1.29937 	1.78860
  -1.29250 	1.78116
  -1.28562 	1.77348
  -1.27875 	1.76556
  -1.27187 	1.75738
  -1.26500 	1.74894
  -1.25812 	1.74023
  -1.25125 	1.73124
  -1.24437 	1.72197
  -1.23750 	1.71242
  -1.23062 	1.70256
  -1.22375 	1.69239
  -1.21687 	1.68192
  -1.21000 	1.67112
  -1.20538 	1.66000
  -1.20077 	1.65235
  -1.19615 	1.64454
  -1.19154 	1.63660
  -1.18692 	1.62851
  -1.18231 	1.62029
  -1.17769 	1.61193
  -1.17308 	1.60345
  -1.16846 	1.59483
  -1.16385 	1.58610
  -1.15923 	1.57724
  -1.15461 	1.56827
  -1.15000 	1.55919
  -1.14611 	1.55000
  -1.14222 	1.54217
  -1.13833 	1.53426
  -1.13444 	1.52626
  -1.13056 	1.51816
  -1.12667 	1.50995
  -1.12278 	1.50163
  -1.11889 	1.49319
  -1.11500 	1.48462
  -1.11111 	1.47591
  -1.10722 	1.46705
  -1.10333 	1.45804
  -1.09944 	1.44887
  -1.09556 	1.43953
  -1.09167 	1.43001
  -1.08778 	1.42031
  -1.08389 	1.41041
  -1.08000 	1.40031
  -1.07611 	1.39000
  -1.07889 	1.39000
  -1.07778 	1.38700
  -1.07667 	1.38386
  -1.07556 	1.38047
  -1.07444 	1.37671
  -1.07333 	1.37246
  -1.07222 	1.36762
  -1.07111 	1.36206
  -1.07000 	1.35566
  -1.06889 	1.34830
  -1.06778 	1.33988
  -1.06667 	1.33027
  -1.06556 	1.31936
  -1.06444 	1.30703
  -1.06333 	1.29316
  -1.06222 	1.27764
  -1.06111 	1.26035
  -1.06000 	1.24117


# Datos nUm. 2
#    x'		       y'		  x	       y
  -1.490	     1.940	        1.940	     1.490
  -1.430	     1.890	        1.890	     1.430
  -1.210	     1.660	        1.660	     1.210
  -1.150	     1.550	        1.550	     1.150
  -1.080	     1.390	        1.390	     1.080
  -1.060	     1.220	        1.220	     1.060
