
# Datos nUm. 1
#     x' 	 S(x')
  -1.99118 	3.37000
  -1.98235 	3.37440
  -1.97353 	3.37876
  -1.96471 	3.38309
  -1.95588 	3.38738
  -1.94706 	3.39164
  -1.93824 	3.39587
  -1.92941 	3.40006
  -1.92059 	3.40422
  -1.91176 	3.40834
  -1.90294 	3.41243
  -1.89412 	3.41648
  -1.88529 	3.42049
  -1.87647 	3.42447
  -1.86765 	3.42841
  -1.85882 	3.43231
  -1.85000 	3.43617
  -1.84118 	3.44000
  -1.84067 	3.44000
  -1.83133 	3.44400
  -1.82200 	3.44791
  -1.81267 	3.45168
  -1.80333 	3.45528
  -1.79400 	3.45865
  -1.78467 	3.46175
  -1.77533 	3.46454
  -1.76600 	3.46696
  -1.75667 	3.46898
  -1.74733 	3.47055
  -1.73800 	3.47161
  -1.72867 	3.47214
  -1.71933 	3.47208
  -1.71000 	3.47138
  -1.70143 	3.47000
  -1.69286 	3.46812
  -1.68429 	3.46574
  -1.67571 	3.46296
  -1.66714 	3.45989
  -1.65857 	3.45663
  -1.65000 	3.45330
  -1.64143 	3.45000
  -1.64167 	3.45000
  -1.63333 	3.44684
  -1.62500 	3.44345
  -1.61667 	3.43943
  -1.60833 	3.43444
  -1.60000 	3.42808
  -1.59167 	3.42000
  -1.59500 	3.42000
  -1.59000 	3.41414
  -1.58500 	3.40733
  -1.58000 	3.39935
  -1.57500 	3.39000
  -1.57600 	3.39000
  -1.57200 	3.38152
  -1.56800 	3.37265
  -1.56400 	3.36403
  -1.56000 	3.35627
  -1.55800 	3.35000
  -1.55600 	3.34734
  -1.55400 	3.34360
  -1.55200 	3.33720
  -1.55000 	3.32653
  -1.54800 	3.31000


# Datos nUm. 2
#    x'		       y'		  x	       y
  -2.000	     3.370	        3.370	     2.000
  -1.850	     3.440	        3.440	     1.850
  -1.710	     3.470	        3.470	     1.710
  -1.650	     3.450	        3.450	     1.650
  -1.600	     3.420	        3.420	     1.600
  -1.580	     3.390	        3.390	     1.580
  -1.560	     3.350	        3.350	     1.560
  -1.550	     3.310	        3.310	     1.550
