
# Datos nUm. 1
#     x' 	 S(x')
  -2.26021 	2.47000
  -2.25043 	2.47150
  -2.24064 	2.47299
  -2.23085 	2.47446
  -2.22106 	2.47591
  -2.21128 	2.47735
  -2.20149 	2.47877
  -2.19170 	2.48017
  -2.18191 	2.48155
  -2.17213 	2.48291
  -2.16234 	2.48425
  -2.15255 	2.48556
  -2.14276 	2.48686
  -2.13298 	2.48812
  -2.12319 	2.48937
  -2.11340 	2.49058
  -2.10362 	2.49177
  -2.09383 	2.49293
  -2.08404 	2.49406
  -2.07425 	2.49516
  -2.06447 	2.49623
  -2.05468 	2.49727
  -2.04489 	2.49827
  -2.03510 	2.49925
  -2.02532 	2.50018
  -2.01553 	2.50108
  -2.00574 	2.50195
  -1.99596 	2.50277
  -1.98617 	2.50356
  -1.97638 	2.50431
  -1.96659 	2.50502
  -1.95681 	2.50569
  -1.94702 	2.50631
  -1.93723 	2.50689
  -1.92744 	2.50743
  -1.91766 	2.50793
  -1.90787 	2.50837
  -1.89808 	2.50877
  -1.88830 	2.50913
  -1.87851 	2.50943
  -1.86872 	2.50968
  -1.85893 	2.50989
  -1.84915 	2.51004
  -1.83936 	2.51014
  -1.82957 	2.51019
  -1.81979 	2.51018
  -1.81000 	2.51012
  -1.80083 	2.51000
  -1.79167 	2.50983
  -1.78250 	2.50960
  -1.77333 	2.50929
  -1.76417 	2.50887
  -1.75500 	2.50834
  -1.74583 	2.50768
  -1.73667 	2.50687
  -1.72750 	2.50589
  -1.71833 	2.50473
  -1.70917 	2.50338
  -1.70000 	2.50180
  -1.69100 	2.50000
  -1.68200 	2.49799
  -1.67300 	2.49575
  -1.66400 	2.49328
  -1.65500 	2.49058
  -1.64600 	2.48767
  -1.63700 	2.48454
  -1.62800 	2.48121
  -1.61900 	2.47767
  -1.61000 	2.47393
  -1.60167 	2.47000
  -1.59333 	2.46619
  -1.58500 	2.46220
  -1.57667 	2.45803
  -1.56833 	2.45366
  -1.56000 	2.44908
  -1.55167 	2.44427
  -1.54333 	2.43923
  -1.53500 	2.43393
  -1.52667 	2.42838
  -1.51833 	2.42254
  -1.51000 	2.41642
  -1.50167 	2.41000
  -1.50333 	2.41000
  -1.49667 	2.40462
  -1.49000 	2.39890
  -1.48333 	2.39271
  -1.47667 	2.38592
  -1.47000 	2.37840
  -1.46333 	2.37000
  -1.46500 	2.37000
  -1.46000 	2.36308
  -1.45500 	2.35570
  -1.45000 	2.34797
  -1.44500 	2.34000
  -1.44556 	2.34000
  -1.44111 	2.33279
  -1.43667 	2.32546
  -1.43222 	2.31800
  -1.42778 	2.31041
  -1.42333 	2.30267
  -1.41889 	2.29477
  -1.41444 	2.28670
  -1.41000 	2.27845
  -1.40667 	2.27000
  -1.40333 	2.26351
  -1.40000 	2.25676
  -1.39667 	2.24960
  -1.39333 	2.24190
  -1.39000 	2.23349
  -1.38667 	2.22425
  -1.38333 	2.21401
  -1.38000 	2.20265
  -1.37667 	2.19000


# Datos nUm. 2
#    x'		       y'		  x	       y
  -2.270	     2.470	        2.470	     2.270
  -1.810	     2.510	        2.510	     1.810
  -1.700	     2.500	        2.500	     1.700
  -1.610	     2.470	        2.470	     1.610
  -1.510	     2.410	        2.410	     1.510
  -1.470	     2.370	        2.370	     1.470
  -1.450	     2.340	        2.340	     1.450
  -1.410	     2.270	        2.270	     1.410
  -1.380	     2.190	        2.190	     1.380
