
# Datos nUm. 1
#     x' 	 S(x')
  -3.60300 	2.30000
  -3.59600 	2.30666
  -3.58900 	2.31322
  -3.58200 	2.31968
  -3.57500 	2.32607
  -3.56800 	2.33239
  -3.56100 	2.33867
  -3.55400 	2.34491
  -3.54700 	2.35114
  -3.54000 	2.35737
  -3.53300 	2.36360
  -3.52600 	2.36987
  -3.51900 	2.37618
  -3.51200 	2.38255
  -3.50500 	2.38899
  -3.49800 	2.39552
  -3.49100 	2.40215
  -3.48400 	2.40890
  -3.47700 	2.41578
  -3.47000 	2.42281
  -3.46300 	2.43000
  -3.46300 	2.43000
  -3.45600 	2.43736
  -3.44900 	2.44482
  -3.44200 	2.45232
  -3.43500 	2.45979
  -3.42800 	2.46715
  -3.42100 	2.47435
  -3.41400 	2.48130
  -3.40700 	2.48794
  -3.40000 	2.49419
  -3.39300 	2.50000
  -3.39143 	2.50000
  -3.38286 	2.50642
  -3.37429 	2.51208
  -3.36571 	2.51701
  -3.35714 	2.52124
  -3.34857 	2.52480
  -3.34000 	2.52771
  -3.33143 	2.53000
  -3.33000 	2.53000
  -3.32000 	2.53194
  -3.31000 	2.53317
  -3.30000 	2.53382
  -3.29000 	2.53396
  -3.28000 	2.53372
  -3.27000 	2.53320
  -3.26000 	2.53250
  -3.25000 	2.53173
  -3.24000 	2.53098
  -3.23000 	2.53037
  -3.22000 	2.53000
  -3.22077 	2.53000
  -3.21154 	2.52992
  -3.20231 	2.53000
  -3.19308 	2.53008
  -3.18385 	2.53003
  -3.17461 	2.52970
  -3.16538 	2.52895
  -3.15615 	2.52764
  -3.14692 	2.52562
  -3.13769 	2.52276
  -3.12846 	2.51891
  -3.11923 	2.51393
  -3.11000 	2.50767
  -3.10333 	2.50000
  -3.09667 	2.49356
  -3.09000 	2.48661
  -3.08333 	2.47947
  -3.07667 	2.47245
  -3.07000 	2.46586
  -3.06333 	2.46000
  -3.06111 	2.46000
  -3.05222 	2.45371
  -3.04333 	2.44902
  -3.03444 	2.44569
  -3.02556 	2.44346
  -3.01667 	2.44209
