
# Datos nUm. 1
#     x' 	 S(x')
  -1.56625 	1.87000
  -1.56250 	1.86344
  -1.55875 	1.85586
  -1.55500 	1.84747
  -1.55125 	1.83844
  -1.54750 	1.82899
  -1.54375 	1.81930
  -1.54000 	1.80957
  -1.53625 	1.80000
  -1.53500 	1.80000
  -1.53000 	1.78774
  -1.52500 	1.77608
  -1.52000 	1.76496
  -1.51500 	1.75437
  -1.51000 	1.74426
  -1.50500 	1.73459
  -1.50000 	1.72533
  -1.49500 	1.71644
  -1.49000 	1.70788
  -1.48500 	1.69961
  -1.48000 	1.69161
  -1.47500 	1.68382
  -1.47000 	1.67622
  -1.46500 	1.66877
  -1.46000 	1.66143
  -1.45500 	1.65416
  -1.45000 	1.64692
  -1.44500 	1.63969
  -1.44000 	1.63242
  -1.43500 	1.62507
  -1.43000 	1.61761
  -1.42500 	1.61000
  -1.42452 	1.61000
  -1.41903 	1.60145
  -1.41355 	1.59270
  -1.40806 	1.58378
  -1.40258 	1.57470
  -1.39710 	1.56550
  -1.39161 	1.55619
  -1.38613 	1.54680
  -1.38065 	1.53735
  -1.37516 	1.52788
  -1.36968 	1.51839
  -1.36419 	1.50893
  -1.35871 	1.49950
  -1.35323 	1.49014
  -1.34774 	1.48086
  -1.34226 	1.47170
  -1.33677 	1.46267
  -1.33129 	1.45381
  -1.32581 	1.44513
  -1.32032 	1.43665
  -1.31484 	1.42841
  -1.30935 	1.42043
  -1.30387 	1.41273
  -1.29839 	1.40533
  -1.29290 	1.39826
  -1.28742 	1.39155
  -1.28194 	1.38521
  -1.27645 	1.37927
  -1.27097 	1.37375
  -1.26548 	1.36869
  -1.26000 	1.36410
  -1.25452 	1.36000


# Datos nUm. 2
#    x'		       y'		  x	       y
  -1.570	     1.870	        1.870	     1.570
  -1.540	     1.800	        1.800	     1.540
  -1.430	     1.610	        1.610	     1.430
  -1.260	     1.360	        1.360	     1.260
